indicator_id,claim_id,indicator_type,indicator_value,score,review_status,claim_type,claim_amount,status,fraud_flag,claim_month,channel
1434,16804,High Claim Ratio,1,50.8,Flagged,Natural Disaster,77653,Pending,0,2025-12,Agent
1435,12344,Policy-Claim Gap,1,80.6,Under Review,Theft,31903,Settled,0,2025-10,Aggregator
1436,16492,Amount Rounding,0,26.3,Flagged,Theft,92202,Settled,0,2025-06,Aggregator
1437,9361,Rapid Settlement,1,91.6,Under Review,Natural Disaster,5607,Rejected,0,2025-10,Agent
1438,10908,Policy-Claim Gap,1,38.0,Flagged,Fire,112466,Settled,0,2025-05,Partnership
1439,12338,Repeat Claimant,1,44.8,Under Review,Accident,68531,Settled,0,2024-12,Partnership
1440,11229,Rapid Settlement,1,37.7,Confirmed,Accident,32075,Settled,0,2025-01,Aggregator
1441,17544,Rapid Settlement,1,97.9,Flagged,Theft,72470,Rejected,0,2025-12,Aggregator
1442,10505,Amount Rounding,0,10.0,Under Review,Accident,58311,Rejected,0,2024-03,Bancassurance
1443,11652,High Claim Ratio,1,44.5,Cleared,Accident,29673,Settled,0,2025-03,Aggregator
1444,11705,Policy-Claim Gap,1,53.6,Confirmed,Health,21885,Settled,0,2024-07,Aggregator
1445,19827,Policy-Claim Gap,1,75.7,Confirmed,Accident,6256,Settled,0,2026-05,Aggregator
1446,17392,Repeat Claimant,0,18.8,Flagged,Health,104768,Settled,0,2024-07,Agent
1447,12938,Policy-Claim Gap,1,17.0,Confirmed,Health,34331,Settled,0,2026-06,Bancassurance
1448,4200,Rapid Settlement,0,87.5,Flagged,Natural Disaster,35182,Settled,0,2024-04,Partnership
1449,19986,Rapid Settlement,0,13.4,Under Review,Natural Disaster,34499,Rejected,0,2024-10,Aggregator
1450,14566,High Claim Ratio,1,35.8,Flagged,Accident,11522,Settled,0,2026-01,Bancassurance
1451,8434,Repeat Claimant,0,97.5,Under Review,Theft,282976,Settled,0,2025-06,Partnership
1452,13136,Amount Rounding,0,17.2,Cleared,Theft,17776,Settled,0,2025-01,Agent
1453,8055,Rapid Settlement,1,50.7,Confirmed,Health,110554,Settled,0,2024-03,Agent
1454,1777,High Claim Ratio,0,94.1,Flagged,Accident,465176,Settled,0,2024-09,Aggregator
1455,12968,High Claim Ratio,0,3.8,Confirmed,Accident,35070,Settled,0,2024-11,Partnership
1456,11699,High Claim Ratio,1,1.6,Confirmed,Accident,28440,Settled,0,2024-10,Online
1457,2143,Repeat Claimant,0,29.5,Under Review,Accident,148538,Pending,0,2024-03,Online
1458,14373,High Claim Ratio,1,60.5,Flagged,Theft,206489,Settled,0,2024-02,Agent
1459,9381,Policy-Claim Gap,0,23.4,Under Review,Health,13462,Settled,0,2024-06,Partnership
1460,7717,High Claim Ratio,1,68.2,Under Review,Theft,58985,Settled,0,2024-10,Agent
1461,6895,High Claim Ratio,0,45.8,Flagged,Theft,18544,Settled,0,2024-01,Partnership
1462,9947,Amount Rounding,1,40.6,Flagged,Health,39973,Settled,0,2024-12,Agent
1463,313,Amount Rounding,0,29.1,Flagged,Natural Disaster,13831,Settled,0,2025-05,Agent
1464,7940,Rapid Settlement,0,84.6,Confirmed,Health,36830,Settled,0,2024-12,Online
1465,11060,Repeat Claimant,1,55.7,Flagged,Theft,163458,Settled,0,2025-07,Bancassurance
1466,10118,High Claim Ratio,1,23.6,Under Review,Health,45556,Settled,0,2024-08,Partnership
1467,14425,Rapid Settlement,1,91.5,Under Review,Fire,21016,Settled,0,2025-01,Bancassurance
1468,10029,Rapid Settlement,0,59.6,Under Review,Health,68797,Settled,0,2025-07,Bancassurance
1469,17679,High Claim Ratio,1,91.2,Flagged,Accident,80170,Settled,0,2025-02,Aggregator
1470,5618,Rapid Settlement,0,23.2,Flagged,Accident,52373,Rejected,0,2024-03,Partnership
1471,18900,Rapid Settlement,1,19.3,Flagged,Accident,127797,Settled,0,2025-01,Aggregator
1472,4540,Repeat Claimant,0,16.3,Under Review,Natural Disaster,61524,Settled,0,2025-11,Aggregator
1473,9149,High Claim Ratio,1,69.9,Flagged,Accident,44937,Settled,0,2024-06,Bancassurance
1474,18087,Policy-Claim Gap,1,84.0,Under Review,Fire,66067,Pending,0,2026-03,Partnership
1475,19822,High Claim Ratio,1,7.4,Confirmed,Health,32861,Settled,1,2024-09,Online
1476,8090,Repeat Claimant,1,60.6,Under Review,Theft,97575,Settled,1,2026-03,Partnership
1477,16998,Repeat Claimant,0,48.2,Flagged,Theft,10408,Settled,0,2024-09,Aggregator
1478,4505,Policy-Claim Gap,1,11.1,Flagged,Accident,24401,Settled,0,2024-09,Agent
1479,3584,Policy-Claim Gap,0,68.3,Flagged,Accident,131581,Settled,0,2024-12,Agent
1480,13385,Rapid Settlement,0,36.0,Flagged,Accident,43125,Settled,0,2024-08,Agent
1481,17789,Amount Rounding,1,79.6,Flagged,Accident,30107,Settled,0,2025-08,Aggregator
1482,12428,High Claim Ratio,0,48.2,Under Review,Accident,196930,Settled,0,2025-04,Agent
1483,19364,Policy-Claim Gap,0,93.9,Flagged,Accident,289955,Settled,1,2025-09,Online
1484,863,High Claim Ratio,1,89.7,Confirmed,Health,263494,Settled,0,2025-01,Aggregator
1485,9813,Repeat Claimant,1,65.9,Flagged,Health,29418,Pending,0,2026-04,Agent
1486,12038,Amount Rounding,1,0.5,Flagged,Natural Disaster,157493,Settled,0,2024-12,Agent
1487,14845,Policy-Claim Gap,1,58.9,Flagged,Fire,15621,Settled,0,2024-11,Online
1488,2239,Policy-Claim Gap,0,79.7,Under Review,Health,67407,Settled,0,2024-01,Agent
1489,15873,Repeat Claimant,0,41.6,Cleared,Natural Disaster,11819,Settled,1,2025-05,Online
1490,17017,High Claim Ratio,0,47.0,Under Review,Accident,30255,Settled,1,2026-05,Aggregator
1491,13043,High Claim Ratio,0,70.3,Cleared,Fire,50548,Settled,0,2024-11,Online
1492,8015,Amount Rounding,1,71.1,Flagged,Health,3869,Settled,0,2025-07,Online
1493,11467,Repeat Claimant,1,75.0,Flagged,Health,228413,Rejected,0,2025-06,Agent
1494,7373,High Claim Ratio,1,95.8,Under Review,Accident,34077,Settled,0,2025-09,Aggregator
1495,7116,Policy-Claim Gap,1,46.3,Flagged,Health,36382,Settled,0,2024-06,Aggregator
1496,11549,Amount Rounding,0,84.7,Confirmed,Natural Disaster,16776,Settled,0,2025-04,Agent
1497,19573,Amount Rounding,1,33.5,Cleared,Theft,25007,Settled,0,2024-05,Online
1498,5288,Amount Rounding,0,29.2,Flagged,Theft,47225,Settled,0,2024-06,Agent
1499,7316,Amount Rounding,0,15.1,Flagged,Natural Disaster,109054,Settled,0,2024-06,Agent
1500,8690,Amount Rounding,1,88.8,Under Review,Health,35566,Settled,0,2025-07,Agent
1501,12618,Rapid Settlement,1,83.0,Flagged,Natural Disaster,35988,Settled,0,2024-12,Agent
1502,10443,Rapid Settlement,1,70.8,Flagged,Accident,122810,Rejected,0,2025-05,Agent
1503,4863,Rapid Settlement,1,76.5,Under Review,Theft,41748,Settled,0,2025-01,Online
1504,9889,Rapid Settlement,0,65.8,Cleared,Theft,31870,Settled,0,2024-06,Agent
1505,12507,Policy-Claim Gap,0,60.1,Cleared,Health,121558,Pending,0,2024-06,Agent
1506,16717,Policy-Claim Gap,1,88.6,Under Review,Accident,18418,Pending,0,2025-06,Agent
1507,13322,Repeat Claimant,1,58.9,Confirmed,Accident,18140,Settled,0,2024-08,Aggregator
1508,9361,High Claim Ratio,1,94.1,Flagged,Natural Disaster,5607,Rejected,0,2025-10,Agent
1509,9340,Repeat Claimant,1,37.2,Cleared,Fire,126756,Settled,0,2025-03,Aggregator
1510,12866,Amount Rounding,1,13.4,Flagged,Accident,18038,Settled,0,2025-09,Bancassurance
1511,107,Amount Rounding,1,20.0,Under Review,Accident,12139,Rejected,0,2025-12,Online
1512,4766,Rapid Settlement,1,17.0,Under Review,Fire,80709,Pending,0,2026-02,Agent
1513,11370,Rapid Settlement,0,48.9,Flagged,Accident,105358,Pending,0,2026-03,Aggregator
1514,7093,Policy-Claim Gap,1,59.7,Flagged,Fire,37386,Pending,0,2024-12,Aggregator
1515,1718,High Claim Ratio,0,12.9,Flagged,Accident,7570,Settled,1,2026-05,Aggregator
1516,3177,Rapid Settlement,1,31.9,Flagged,Fire,36799,Pending,0,2026-02,Online
1517,14979,Rapid Settlement,0,65.7,Under Review,Accident,41410,Settled,0,2024-11,Aggregator
1518,9336,Amount Rounding,0,92.7,Confirmed,Natural Disaster,33436,Settled,0,2024-05,Aggregator
1519,12815,Policy-Claim Gap,1,25.1,Confirmed,Accident,17546,Settled,0,2026-02,Partnership
1520,18883,Amount Rounding,1,13.1,Confirmed,Natural Disaster,163343,Settled,0,2025-08,Agent
1521,2468,Policy-Claim Gap,0,27.9,Confirmed,Theft,14307,Settled,0,2026-01,Bancassurance
1522,482,Amount Rounding,1,70.3,Confirmed,Natural Disaster,24142,Settled,0,2025-05,Aggregator
1523,19660,High Claim Ratio,1,61.2,Cleared,Natural Disaster,117614,Settled,0,2025-09,Online
1524,9648,Repeat Claimant,1,5.9,Confirmed,Accident,65600,Settled,0,2025-08,Aggregator
1525,18898,Amount Rounding,1,81.1,Under Review,Accident,14710,Settled,0,2025-01,Agent
1526,15041,Amount Rounding,1,8.0,Flagged,Accident,41568,Settled,0,2024-03,Online
1527,7717,Amount Rounding,1,93.3,Flagged,Theft,58985,Settled,0,2024-10,Agent
1528,10412,Amount Rounding,0,64.7,Under Review,Fire,38411,Settled,0,2025-09,Agent
1529,6456,Policy-Claim Gap,1,5.1,Under Review,Health,21067,Settled,0,2024-10,Bancassurance
1530,4122,Policy-Claim Gap,0,77.1,Confirmed,Accident,19347,Settled,0,2025-05,Aggregator
1531,8926,Policy-Claim Gap,1,36.5,Under Review,Health,132508,Pending,0,2025-09,Bancassurance
1532,18404,High Claim Ratio,1,44.3,Under Review,Accident,35369,Pending,0,2024-07,Agent
1533,11273,Rapid Settlement,0,5.6,Confirmed,Health,145299,Settled,0,2025-03,Agent
1534,18399,Policy-Claim Gap,1,39.9,Flagged,Accident,52920,Settled,0,2024-03,Aggregator
1535,14478,High Claim Ratio,0,60.6,Flagged,Health,210486,Rejected,0,2024-08,Aggregator
1536,542,Rapid Settlement,1,6.9,Confirmed,Accident,23739,Settled,0,2025-10,Online
1537,12669,High Claim Ratio,0,63.7,Under Review,Health,22990,Rejected,0,2026-06,Partnership
1538,13062,Repeat Claimant,1,99.5,Under Review,Theft,40714,Settled,0,2025-12,Aggregator
1539,9395,Amount Rounding,1,13.9,Flagged,Health,42650,Settled,1,2026-04,Agent
1540,16816,High Claim Ratio,1,90.7,Confirmed,Health,6152,Settled,0,2025-06,Aggregator
1541,9270,High Claim Ratio,1,48.9,Under Review,Accident,117237,Settled,0,2025-06,Online
1542,14613,Repeat Claimant,1,42.8,Under Review,Health,11587,Settled,0,2025-11,Agent
1543,15743,High Claim Ratio,1,62.3,Flagged,Natural Disaster,92995,Settled,0,2024-05,Partnership
1544,19131,Amount Rounding,1,97.7,Confirmed,Fire,29117,Settled,0,2026-03,Bancassurance
1545,2421,Repeat Claimant,1,68.9,Cleared,Health,137793,Settled,0,2025-08,Online
1546,18763,Policy-Claim Gap,0,38.9,Confirmed,Health,59950,Settled,0,2024-03,Online
1547,14352,Policy-Claim Gap,0,77.5,Confirmed,Theft,39120,Settled,0,2024-08,Aggregator
1548,547,Policy-Claim Gap,1,85.8,Flagged,Accident,28737,Pending,0,2024-09,Online
1549,11891,Amount Rounding,1,49.3,Under Review,Natural Disaster,93762,Pending,0,2024-01,Agent
1550,14791,High Claim Ratio,1,89.1,Confirmed,Health,126982,Settled,0,2025-05,Bancassurance
1551,18938,Repeat Claimant,1,36.0,Flagged,Accident,187293,Rejected,0,2024-09,Agent
1552,19478,Policy-Claim Gap,0,91.8,Flagged,Fire,281805,Settled,0,2025-04,Agent
1553,13521,Policy-Claim Gap,1,59.5,Flagged,Natural Disaster,30567,Settled,0,2024-03,Bancassurance
1554,8728,Repeat Claimant,0,0.5,Flagged,Accident,77306,Settled,0,2024-12,Online
1555,6509,Policy-Claim Gap,1,97.8,Flagged,Theft,14191,Settled,0,2024-04,Agent
1556,13375,Rapid Settlement,0,36.9,Under Review,Accident,40090,Settled,0,2026-04,Agent
1557,9528,Amount Rounding,1,20.7,Cleared,Natural Disaster,121728,Settled,0,2024-02,Online
1558,12131,Policy-Claim Gap,0,70.8,Confirmed,Fire,44384,Settled,0,2025-09,Aggregator
1559,15113,Amount Rounding,0,42.8,Under Review,Natural Disaster,85263,Settled,0,2025-08,Online
1560,1372,Amount Rounding,0,34.4,Flagged,Health,7744,Settled,0,2025-07,Agent
1561,9202,High Claim Ratio,1,93.3,Flagged,Theft,15530,Settled,0,2025-07,Agent
1562,17528,Rapid Settlement,1,45.6,Under Review,Accident,70611,Settled,0,2024-05,Agent
1563,15827,Policy-Claim Gap,1,62.5,Under Review,Natural Disaster,119283,Settled,0,2025-03,Online
1564,4,Amount Rounding,1,64.1,Confirmed,Health,206635,Settled,0,2024-03,Aggregator
1565,4,Rapid Settlement,1,54.1,Flagged,Health,206635,Settled,0,2024-03,Aggregator
1566,3545,Policy-Claim Gap,0,97.9,Under Review,Theft,144989,Settled,0,2025-02,Aggregator
1567,16842,Rapid Settlement,1,92.9,Flagged,Theft,303671,Settled,0,2024-05,Agent
1568,16686,Policy-Claim Gap,1,60.9,Flagged,Accident,21410,Settled,0,2024-09,Agent
1569,6018,Repeat Claimant,1,90.4,Under Review,Accident,50280,Pending,0,2024-08,Partnership
1570,10629,Rapid Settlement,1,92.8,Under Review,Health,18353,Settled,0,2025-09,Agent
1571,10095,Amount Rounding,1,8.5,Under Review,Accident,79947,Settled,0,2026-01,Agent
1572,12322,Rapid Settlement,1,61.9,Under Review,Health,37485,Settled,0,2025-05,Agent
1573,9252,Rapid Settlement,1,69.5,Confirmed,Accident,152434,Settled,0,2024-02,Partnership
1574,8203,Amount Rounding,1,78.9,Under Review,Fire,53733,Settled,0,2024-09,Online
1575,10522,High Claim Ratio,0,68.1,Flagged,Health,20929,Settled,1,2025-07,Aggregator
1576,7333,Amount Rounding,0,64.1,Flagged,Fire,112292,Settled,0,2026-02,Online
1577,12993,Policy-Claim Gap,1,19.0,Confirmed,Natural Disaster,77931,Settled,0,2024-06,Agent
1578,5368,Amount Rounding,1,48.4,Cleared,Natural Disaster,81496,Settled,0,2025-10,Online
1579,9806,Repeat Claimant,1,53.6,Flagged,Health,24250,Settled,0,2024-12,Aggregator
1580,1971,Repeat Claimant,0,26.2,Confirmed,Natural Disaster,191126,Settled,0,2025-04,Agent
1581,15249,Amount Rounding,0,39.9,Flagged,Health,9069,Settled,0,2024-04,Online
1582,6655,Rapid Settlement,1,79.2,Under Review,Accident,125819,Settled,0,2025-08,Partnership
1583,18652,Policy-Claim Gap,0,3.2,Cleared,Accident,56001,Settled,0,2025-11,Bancassurance
1584,18534,Amount Rounding,0,23.4,Under Review,Health,29691,Settled,0,2025-08,Bancassurance
1585,13775,Rapid Settlement,0,38.1,Under Review,Theft,110546,Settled,0,2026-03,Agent
1586,2020,Policy-Claim Gap,1,60.1,Flagged,Accident,95199,Settled,0,2025-07,Agent
1587,3841,Rapid Settlement,0,45.6,Confirmed,Health,13337,Settled,0,2025-10,Online
1588,1818,High Claim Ratio,0,47.8,Flagged,Health,22974,Pending,0,2024-07,Online
1589,7952,Policy-Claim Gap,0,43.5,Cleared,Fire,95749,Settled,0,2024-11,Online
1590,1457,Policy-Claim Gap,1,7.3,Under Review,Accident,34438,Pending,0,2024-05,Online
1591,7992,High Claim Ratio,0,29.8,Confirmed,Accident,116925,Pending,0,2026-01,Online
1592,3455,Repeat Claimant,1,10.9,Flagged,Accident,21372,Settled,0,2024-09,Agent
1593,12277,Repeat Claimant,0,84.8,Cleared,Fire,84414,Settled,0,2024-06,Bancassurance
1594,13003,Amount Rounding,0,62.2,Flagged,Accident,44267,Settled,0,2024-05,Bancassurance
1595,5341,Policy-Claim Gap,1,99.3,Under Review,Accident,79009,Settled,0,2025-09,Online
1596,14646,Rapid Settlement,1,34.3,Under Review,Theft,31225,Settled,0,2026-03,Partnership
1597,6860,High Claim Ratio,1,74.9,Flagged,Health,9078,Settled,0,2024-06,Agent
1598,6949,Policy-Claim Gap,1,43.9,Under Review,Health,33413,Settled,0,2025-12,Agent
1599,361,Policy-Claim Gap,1,94.8,Confirmed,Natural Disaster,13588,Settled,0,2025-12,Aggregator
1600,7200,High Claim Ratio,1,17.7,Confirmed,Health,493467,Settled,0,2024-11,Agent
1601,295,Amount Rounding,1,32.2,Flagged,Accident,82710,Settled,0,2025-06,Agent
1602,11532,High Claim Ratio,0,17.5,Cleared,Health,24324,Settled,0,2025-05,Online
1603,16503,Amount Rounding,1,40.3,Confirmed,Fire,56057,Settled,0,2024-07,Bancassurance
1604,874,Amount Rounding,1,55.6,Under Review,Accident,41003,Settled,0,2025-09,Bancassurance
1605,8730,Rapid Settlement,1,20.1,Under Review,Natural Disaster,16165,Settled,0,2026-01,Agent
1606,5047,Policy-Claim Gap,1,56.9,Under Review,Health,53688,Pending,0,2024-05,Aggregator
1607,17497,Repeat Claimant,1,28.1,Under Review,Health,251225,Settled,0,2026-05,Bancassurance
1608,214,Repeat Claimant,1,33.9,Under Review,Fire,93534,Settled,0,2024-12,Agent
1609,8686,Policy-Claim Gap,0,31.5,Under Review,Fire,325729,Settled,0,2026-01,Aggregator
1610,4329,Policy-Claim Gap,0,21.4,Under Review,Health,70376,Settled,0,2025-01,Agent
1611,2504,Policy-Claim Gap,1,25.8,Cleared,Accident,41752,Settled,0,2024-06,Agent
1612,4674,Amount Rounding,1,8.8,Flagged,Natural Disaster,18463,Pending,0,2025-11,Bancassurance
1613,1208,Rapid Settlement,0,6.8,Under Review,Accident,65984,Pending,0,2025-07,Online
1614,8387,Rapid Settlement,0,64.4,Under Review,Accident,39466,Pending,0,2026-02,Partnership
1615,5828,Rapid Settlement,0,85.6,Confirmed,Fire,83731,Pending,0,2024-07,Aggregator
1616,11827,Repeat Claimant,1,79.0,Confirmed,Accident,166404,Settled,0,2025-11,Aggregator
1617,7618,High Claim Ratio,1,59.4,Confirmed,Accident,54151,Settled,0,2024-06,Agent
1618,17196,Amount Rounding,1,97.7,Under Review,Accident,13199,Settled,0,2025-06,Aggregator
1619,17840,Amount Rounding,1,6.6,Cleared,Health,27159,Settled,0,2025-02,Online
1620,14050,Policy-Claim Gap,0,67.7,Under Review,Accident,104613,Settled,0,2026-04,Aggregator
1621,1540,Rapid Settlement,1,11.9,Flagged,Theft,126284,Settled,0,2025-12,Partnership
1622,10035,Policy-Claim Gap,1,94.2,Flagged,Accident,217098,Settled,0,2024-10,Online
1623,3467,Policy-Claim Gap,1,86.3,Under Review,Health,80368,Settled,1,2025-12,Agent
1624,9003,High Claim Ratio,0,39.8,Confirmed,Accident,89344,Pending,0,2026-05,Aggregator
1625,4507,Repeat Claimant,0,3.4,Under Review,Theft,13165,Settled,0,2025-01,Online
1626,5561,Amount Rounding,1,14.4,Under Review,Health,36607,Settled,0,2025-02,Aggregator
1627,16087,Rapid Settlement,1,96.6,Confirmed,Accident,20593,Settled,0,2025-07,Online
1628,6743,High Claim Ratio,1,97.9,Confirmed,Health,25172,Settled,0,2025-01,Agent
1629,2323,High Claim Ratio,1,2.9,Confirmed,Accident,18763,Settled,0,2026-02,Online
1630,7796,Amount Rounding,1,41.2,Under Review,Accident,38803,Settled,0,2024-08,Bancassurance
1631,13491,Rapid Settlement,1,71.0,Flagged,Health,71535,Settled,0,2026-04,Bancassurance
1632,7002,Policy-Claim Gap,0,24.9,Confirmed,Health,124487,Settled,0,2024-03,Agent
1633,6478,Repeat Claimant,0,74.2,Flagged,Health,69910,Settled,0,2025-11,Aggregator
1634,7265,Rapid Settlement,1,82.6,Under Review,Fire,45802,Settled,1,2025-02,Agent
1635,9701,High Claim Ratio,1,62.1,Flagged,Accident,25568,Settled,0,2025-12,Online
1636,8668,High Claim Ratio,1,15.0,Confirmed,Fire,142066,Settled,0,2025-03,Online
1637,15779,High Claim Ratio,1,5.6,Cleared,Health,24618,Rejected,0,2024-09,Online
1638,15087,Repeat Claimant,1,87.5,Cleared,Natural Disaster,22051,Settled,0,2025-07,Online
1639,12473,Amount Rounding,1,91.4,Flagged,Theft,13202,Settled,0,2024-03,Online
1640,6371,High Claim Ratio,0,28.8,Confirmed,Accident,214655,Settled,0,2026-06,Online
1641,5718,High Claim Ratio,0,12.2,Flagged,Theft,21770,Settled,0,2025-07,Online
1642,5885,High Claim Ratio,1,12.3,Flagged,Health,413652,Rejected,1,2025-04,Online
1643,9016,Repeat Claimant,0,33.0,Flagged,Accident,13110,Settled,0,2025-11,Agent
1644,8461,Repeat Claimant,1,60.2,Cleared,Theft,67405,Settled,0,2026-03,Aggregator
1645,7701,Repeat Claimant,1,88.9,Under Review,Fire,24300,Pending,0,2026-01,Online
1646,3225,Rapid Settlement,0,42.4,Flagged,Health,39655,Settled,0,2024-08,Online
1647,8282,Rapid Settlement,0,92.4,Confirmed,Theft,27580,Settled,0,2025-08,Agent
1648,8987,High Claim Ratio,1,96.9,Confirmed,Natural Disaster,16112,Settled,0,2024-04,Online
1649,4248,Amount Rounding,0,49.1,Confirmed,Accident,79068,Settled,0,2025-12,Agent
1650,17869,Policy-Claim Gap,0,54.8,Flagged,Theft,216525,Settled,0,2025-11,Agent
1651,10837,Rapid Settlement,1,37.2,Flagged,Health,41308,Rejected,0,2024-01,Aggregator
1652,18406,Policy-Claim Gap,1,43.0,Flagged,Natural Disaster,10007,Settled,0,2024-12,Online
1653,8959,Amount Rounding,1,51.7,Flagged,Theft,21485,Settled,0,2024-10,Aggregator
1654,15753,Policy-Claim Gap,0,68.7,Flagged,Health,73032,Settled,0,2024-06,Bancassurance
1655,16324,Repeat Claimant,1,64.3,Flagged,Health,112907,Pending,0,2026-04,Aggregator
1656,909,Policy-Claim Gap,0,26.0,Confirmed,Health,138600,Settled,0,2025-09,Bancassurance
1657,13010,High Claim Ratio,1,96.0,Under Review,Accident,53623,Rejected,0,2024-06,Online
1658,4726,Repeat Claimant,0,77.5,Flagged,Accident,173093,Settled,0,2025-02,Online
1659,13670,Repeat Claimant,0,63.5,Confirmed,Health,31108,Settled,0,2026-01,Aggregator
1660,9271,Rapid Settlement,1,20.4,Under Review,Health,18948,Settled,0,2025-12,Partnership
1661,16635,Repeat Claimant,1,66.5,Under Review,Accident,32382,Settled,0,2024-10,Aggregator
1662,575,Repeat Claimant,0,7.1,Flagged,Accident,29594,Settled,0,2025-06,Partnership
1663,16748,High Claim Ratio,1,75.6,Flagged,Fire,34332,Settled,0,2024-12,Bancassurance
1664,7873,Rapid Settlement,1,83.0,Under Review,Theft,153490,Settled,0,2025-01,Partnership
1665,17126,Repeat Claimant,0,59.5,Under Review,Accident,20226,Pending,0,2025-03,Bancassurance
1666,7325,Policy-Claim Gap,1,33.6,Flagged,Theft,78257,Settled,0,2024-01,Online
1667,2719,Policy-Claim Gap,0,26.9,Flagged,Natural Disaster,108509,Settled,0,2025-09,Agent
1668,749,Repeat Claimant,1,31.8,Cleared,Natural Disaster,4151,Settled,0,2024-07,Online
1669,12180,Policy-Claim Gap,1,82.9,Flagged,Accident,48368,Settled,0,2025-04,Online
1670,12566,Rapid Settlement,1,6.5,Confirmed,Accident,101997,Settled,0,2025-10,Agent
1671,6536,Repeat Claimant,0,33.7,Confirmed,Theft,141413,Settled,0,2026-05,Agent
1672,7293,Repeat Claimant,0,39.3,Flagged,Health,43679,Settled,0,2025-11,Aggregator
1673,5198,Amount Rounding,1,47.6,Under Review,Health,118457,Settled,0,2025-07,Online
1674,17520,Amount Rounding,0,61.7,Flagged,Theft,55813,Settled,0,2025-11,Agent
1675,17534,Repeat Claimant,0,62.9,Flagged,Health,60986,Settled,0,2025-11,Online
1676,11341,Policy-Claim Gap,1,32.3,Flagged,Accident,62347,Settled,0,2025-08,Partnership
1677,10975,Amount Rounding,1,41.1,Under Review,Natural Disaster,46884,Settled,0,2026-03,Online
1678,16394,Rapid Settlement,0,14.9,Cleared,Accident,87818,Settled,0,2024-04,Bancassurance
1679,9310,Amount Rounding,0,8.5,Under Review,Fire,59461,Rejected,0,2025-10,Agent
1680,10792,High Claim Ratio,0,20.3,Confirmed,Natural Disaster,84888,Settled,0,2024-07,Aggregator
1681,6292,High Claim Ratio,0,5.7,Under Review,Accident,60861,Settled,0,2026-03,Aggregator
1682,2820,Amount Rounding,1,25.7,Under Review,Accident,46655,Settled,0,2026-04,Aggregator
1683,19612,Repeat Claimant,1,1.0,Cleared,Health,51474,Settled,0,2024-03,Online
1684,10429,Amount Rounding,0,14.8,Flagged,Natural Disaster,123704,Settled,0,2025-08,Agent
1685,931,Policy-Claim Gap,0,98.1,Under Review,Accident,54586,Settled,0,2025-09,Online
1686,919,Repeat Claimant,1,96.4,Flagged,Health,86100,Settled,1,2025-12,Online
1687,10141,Rapid Settlement,0,30.4,Flagged,Accident,90102,Settled,0,2024-03,Partnership
1688,13778,High Claim Ratio,1,87.4,Under Review,Theft,67758,Rejected,0,2024-12,Agent
1689,8996,Amount Rounding,1,22.8,Under Review,Health,11223,Settled,0,2024-05,Bancassurance
1690,1916,Policy-Claim Gap,1,87.6,Under Review,Health,79401,Settled,0,2026-05,Agent
1691,18582,Policy-Claim Gap,1,53.2,Cleared,Health,81477,Settled,0,2025-07,Partnership
1692,6617,High Claim Ratio,0,4.4,Confirmed,Theft,43338,Settled,0,2025-10,Online
1693,3131,Rapid Settlement,1,20.5,Cleared,Theft,804839,Settled,0,2025-05,Agent
1694,5010,Amount Rounding,1,95.6,Under Review,Accident,25616,Rejected,0,2024-11,Aggregator
1695,15117,Rapid Settlement,1,80.5,Confirmed,Accident,30868,Settled,0,2025-01,Online
1696,9914,Repeat Claimant,0,18.4,Under Review,Natural Disaster,22522,Rejected,0,2024-01,Agent
1697,4907,Rapid Settlement,0,20.0,Confirmed,Accident,75198,Settled,0,2026-06,Bancassurance
1698,17893,Amount Rounding,0,37.4,Confirmed,Health,31418,Settled,0,2024-06,Aggregator
1699,4718,Amount Rounding,1,62.4,Cleared,Accident,30424,Pending,0,2025-01,Partnership
1700,15201,Repeat Claimant,0,80.3,Confirmed,Health,42676,Settled,1,2026-01,Online
1701,1604,Repeat Claimant,1,1.1,Cleared,Accident,70017,Settled,0,2025-02,Agent
1702,13118,Amount Rounding,1,81.9,Flagged,Health,77178,Settled,0,2026-04,Online
1703,1609,High Claim Ratio,1,30.2,Flagged,Fire,94759,Pending,0,2025-10,Agent
1704,448,Policy-Claim Gap,1,34.2,Under Review,Health,54815,Pending,0,2024-10,Agent
1705,19532,Amount Rounding,1,64.2,Flagged,Natural Disaster,51085,Settled,0,2025-11,Online
1706,7100,Amount Rounding,1,96.1,Cleared,Theft,219784,Settled,0,2025-05,Bancassurance
1707,14457,High Claim Ratio,1,17.9,Flagged,Accident,97516,Pending,0,2025-05,Online
1708,13447,Policy-Claim Gap,1,7.4,Under Review,Health,13672,Settled,0,2025-09,Online
1709,1527,Policy-Claim Gap,1,43.4,Flagged,Health,234630,Settled,0,2024-04,Online
1710,7854,Rapid Settlement,1,51.6,Under Review,Theft,42022,Settled,0,2025-02,Agent
1711,1466,Repeat Claimant,1,73.5,Flagged,Natural Disaster,17837,Settled,0,2025-06,Online
1712,620,Rapid Settlement,1,46.9,Confirmed,Fire,486137,Pending,0,2024-03,Aggregator
1713,12583,Policy-Claim Gap,1,39.2,Under Review,Theft,90705,Settled,0,2025-11,Aggregator
1714,9471,Repeat Claimant,0,37.2,Flagged,Natural Disaster,23979,Settled,0,2025-12,Online
1715,12911,Rapid Settlement,1,84.2,Flagged,Theft,55949,Settled,0,2024-01,Aggregator
